Name,Carrier 1,Year 1,Carrier 2,Year 2,Carrier 3,Year 3,Carrier 4,Year 4,Carrier 5,Year 5,Carrier 6,Year 6,Carrier 7,Year 7,Carrier 8,Year 8,Carrier 9,Year 9,Carrier 10,Year 10,Carrier 11,Year 11,Carrier 12,Year 12,Carrier 13,Year 13,Carrier 14,Year 14,Carrier 15,Year 15,Carrier 16,Year 16,Carrier 17,Year 17,Carrier 18,Year 18,Carrier 19,Year 19,Carrier 20,Year 20,Carrier 21,Year 21,Carrier 22,Year 22,Carrier 23,Year 23,Carrier 24,Year 24,Carrier 25,Year 25,Carrier 26,Year 26,Carrier 27,Year 27,Carrier 28,Year 28,Carrier 29,Year 29,Carrier 30,Year 30,Carrier 31,Year 31,Carrier 32,Year 32,Carrier 33,Year 33,Carrier 34,Year 34,Carrier 35,Year 35,Carrier 36,Year 36,Carrier 37,Year 37,Carrier 38,Year 38,Carrier 39,Year 39,Carrier 40,Year 40,Carrier 41,Year 41,Carrier 42,Year 42,Carrier 43,Year 43,Carrier 44,Year 44,Carrier 45,Year 45
LAGAYETTE Philippe Ernest Georges,the Ministry of National Education ,1971,Ministry of Economy,1974,Ministry of Economy,1981,,1980,,1984,,1993, Caisse des dÇpìts et consignations,1997,Investment banks,2008,,2010,,2010,,1974,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAJOUMARD Daniele RenÇe,,1976,,1977,,1977,,1977,,1985,,1989,Commisions,1990,,1994,,1998,,1999,,1999,,2002,,1999,,2001,,2008,,2006,,2007,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LALLEMENT Jacques Georges Paulin,the Ministry of Information ,1943,FOM,1944,FOM,1948,FOM,1951,FOM,1954,FOM,1951,FOM,1952,,1953,FOM,1953,,1954,,1954,FOM,1957,FOM,1958,FOM,1962,FOM,1958,,1972,,1973,,1973,,1975,,1981,,1975,,1975,,1975,,1979,,1990,,1988,Commisions,1993,,1989,,1988,,1993,,1993,Other banks,1993,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LALLIER Daniel Roger,,1969,,1971,,1979,,1979,,1975,,1980,,1979,,1984,,1987,CrÇdit Lyonnais,1989,Other banks,1993,,1996,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAMBERT Thierry Claude Maxime,,1996,,1997,,1998,Ministry of Economy,1999,,2002,,2003,Ministry of Economy,2007,Commissions Other,2005,,2009,,2009,Ministry of Economy,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAMY Pascal Lucien Fernand,,1981,,1981,,1983,,1984,,1994,,1992,CrÇdit Lyonnais,1999,,1998,,2004,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LANDAU Jean-Pierre Fernand,,1976,,1978,,1979,Cabinets,1980,,1981,Ministry of Economy,1989,,1993,,1996,,2000,,2006,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LANGLOIS-BERTHELOT Maxence,,2008,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAPIDUS AurÇlie Sara Monique Pearl,,1998,,2000,,2000,,2001,,2003,,2004,,2004,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAPRêVOTE Franáois-Charles Vincent Marie,,2005,,2007,Other sectors,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAROSI‘RE de CHAMPFEU (by) Jacques Martin Henri Marie,,1961,Ministry of Economy,1962,,1963,,1967,,1971,Ministry of Economy,1973,,1973,,1975,Ministry of Economy,1974,,1974,,1978,,1974,Natixis,1974,,1978,,1975,BPCE group,1975,,1978,,1987,,1993,,1993,,1998,BNP Paribas,1998,,1999,,2000,,2000,,2000,BNP Paribas,2001,,2002,,2003,,1962,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAURENCE Bertrand SÇväre Jean-Louis,the Ministry of National Education ,1971,,1974,,1974,,1979,,1979,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THE FUTURE FrÇdÇric Etienne,,1990,,1996,Ministry of Economy,1997,,1999,,2000,BNP Paribas,2006,BNP Paribas,2006,Ministry of Economy,1992,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THE GALL Olivier Albert,,1995,,1996,,1997,,1997,Media,1999,,2009,,2008,Other sectors,2006,,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LECA Charlotte Fatima Marie Sabine Lydie,,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LECERF Pierre-Emmanuel Denis Marc,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LECHANTRE Marc Henri Jean,Ministry of Economy,2003,,2003,Heavy industry,2010,Heavy industry,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LECLERC Jean-Pierre,,1961,,1963,,1972,,1977,,1981,,1984,,1989,,1990,,1992,,1997,,2000,HSBC France,2004,,2005,,2006,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEFEVRE Jacques Francois,the Ministry of National Education ,1967,,1974,FOM,1972,,1975,,1979,,2001,Heavy industry,2002,Heavy industry,2001,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEMIERRE Jean Adrien,,1980,,1988,,1988,,1995,,1995,,1995,,2000,BPCE group,1995,,1995,,2000,,2000,,2008,,2008,Ministry of Economy,1982,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEMOINE Frederic Nicolas,,1993,,1997,,1997,Consulting,2002,,2004,,2008,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEMOR Francis Jules Henri,,1966,,1969,,1973,,1978,,1978,Commisions,1979,,1980,,1983,Heavy industry,1983,,1985,,1996,,1996,Heavy industry,1992,,2004,Heavy industry,1996,,N / A,Commisions,2004,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LENOIR RenÇ Felix Emile,,1951,,1954,,1955,,1956,,1957,,1958,Ministry of Economy,1960,,1964,,1967,,1970,,1970,,1970,,1974,,1970,,1972,,1976,,1978,,1978,,1983,,1979,,1981, Caisse des dÇpìts et consignations,1987,,1987,,1992,,1998,,2000,Commissions Other,1968,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEONARD de JUVIGNY Benoit Marie,,1986,Ministry of Economy,1989,,1991,CrÇdit Lyonnais,1994,CrÇdit Lyonnais,1995,CrÇdit Lyonnais,1998,CrÇdit Lyonnais,2000,HSBC France,2002,Other banks,2004,,2004,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEOTARD Franáois GÇrard Marie Fabrice,,1963,,1968,,1968,,1969,FOM,1973,,1975,Ministry of Interior,1976,,1976,,1977,,1977,,1992,,1986,,1986,,1988,,1988,,1996,,1988,,1987,,1990,,1993,,1995,,1997,,1997,,2001,,1998,,1997,,2004,,2001,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEPETIT Marie-Christine Suzanne Yvonne,,1992,,1995,,1997,,2003,,2012,,2012,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEPETIT Pierre Marie LÇon Denis,,1984,,1982,,1986,,1987,Ministry of Economy,1992,,1996,,1997,,2001,,2001,,2001,,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LEPINE Jean-Luc Marc Pierre,,1972,Natixis,1973,,1974,,1976,,1974,,1977,,1978,Ministry of Economy,1979,,1980,,1987,,1990,,1989,,1993,,1991,Energy sector,1991,,1993,,1993,,2007,,2007,,1984,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LIDSKY Vincent Georges,Ministry of Economy,1999,,1999,Ministry of Economy,2000,Ministry of Economy,2002,,2002,,2005,,2008,,2008,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LIEB Jean-Pierre,,1999,,2002,,2008,the Forecasting department,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LION Robert Louis Etienne,,1967,,1968,the Ministry of Industry ,1969,the Ministry of Equipment and Housing,1974,,1969,,1972,,1972,,1981,Commisions,1979,FOM,1981,,1982, Caisse des dÇpìts et consignations,1992,,2002,,1999,,1994,,2002,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LLOYD Alexis Gregory,,1992,Heavy industry,1994,Media,2001,Heavy industry,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LOUVOT Matthieu Pierre-Louis,,2005,FOM,2007,FOM,2007,,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LUBEK David Julien Emeric,,1997,,1997,Ministry of Economy,2006,,2006,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LUBEK Pierre Michel,Ministry of Culture,1971,,1972,,1974,,1976,FOM,1977,FOM,1977,,1994,Media,1997,,1997,,2009,,2008,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LULIN Elisabeth Stephanie AndrÇe,,1995,,1996,,1998,,1998,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LUSTMAN Florence Beatrice,,1999,,1999,,2000,,2007,,2004,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MACHET by LA MARTINI‘RE GÇrard Marie Pierre,Commisions,1972,,1973,,1974,Ministry of the Budget ,1984,,1986,,1988,,1989,,1990,Other banks,1991,,1997,,2008,,1996,,2003,,2008,,2003,,2003,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MACRON Emmanuel Jean-Michel Frederic,,2000,Commissions Other,2008,Ministry of Economy,2008,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MADEC Alain Jean,,1974,,1979,,1982,,1983,Energy sector,1983,Energy sector,1989,,1990,Energy sector,2000,Energy sector,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MALABOUCHE Gerard Marie Etienne,,1980,,1975,,1982,INSEE,1987,FOM,1987,,1991,the Ministry of Industry ,1995,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MALLET Olivier Bruno Benedict,,1985,Ministry of Economy,1988,Cabinets,1989,,1991,Ministry of Economy,1991,Cabinets,1991,,1991,,1992,,1993,Technology,1995,Technology,2001,,2004,,2006,,2006,Heavy industry,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MANSION Yves Georges Marie Philippe,Ministry of Economy,1983,Ministry of Economy,1984,,1986,Ministry of Economy,1989,,2001,,2001,,2001,,2010,,2010,,1989,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MARCEL Dominique Marie Bernard,Ministry of Economy,1986,,1987,,1989,,1988,Ministry of Economy,1991,,1991,,1992,,1993,,1995,,1994,Ministry of Economy,1997,,2000,,2002, Caisse des dÇpìts et consignations,2003,,2004,,2008,,2008,Caisse des DÇpìts et Consignations,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MAREINE Philippe Antoine Francois,,1997,,2002,,2004,,2005,Ministry of Economy,2007,,2007,,2008,Ministry of Economy,2009,Consulting,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MARIANI Pierre Paul Francois,Commisions,1983,Ministry of Economy,1988,Ministry of Economy,1992,Ministry of Economy,1992,Ministry of Economy,1995,,1996,BNP Paribas,2000,,2000,BNP Paribas,1999,BNP Paribas,2003,,2003,BNP Paribas,2008,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MARIGEAUD Martine,,1989,Ministry of Economy,1997,,1995,Ministry of Economy,2003,Ministry of Culture,2007,Ministry of Culture,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MARINI Philippe Alexandre Pierre,FOM,1979,Commissions Other,1980,,1982,,1989,,1989,,1994,,1992,Investment banks,1997,,1998,,1987,,1987,,1993,,2002,,1992,,1998,,1998,,2001,,2007,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MARTEL Laurent RÇmi Pierre,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MASS Alexis Robert,,2000,,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MATEOS Y LAGO Isabelle Sophie Alexandra,,2001,,2005,,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MAULDE (de) Bruno Guy AndrÇ Jean,,1960,Ministry of Economy,1966,,1967,,1968,,1970,,1971,,1978,,1975,Ministry of Economy,1979,,1981,,1986,,1986,SociÇtÇ GÇnÇrale,1993,,1994,BNP Paribas,1994,,1997,,1966,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
MAZIERES (by) Franáois Paul,,1987,,1990,,1991,,1993,,1992,,1995,,1994,,1999,,2002,,2002,,2002,,2004,,2004,,2004,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
